time;averageAirTemp;averageWindchill;averageHeatindex;averageDewPointTemperature;averageRelativeHumidity;averageAirPressure;averageSeaLevelPressure;averageWindDirection;maxWindSpeed;averageWindSpeed;rainAccumulation;rainIntensity;averagePm10
"2018-03-23 00:00:00+01:00";1.5249305555555;1.6720138888889;64.854861111111;-7.1514583333334;53.584652777778;979.74298611111;1005.1365277778;305;4.4;1.1261805555556;0;0;98.465277777778
"2018-03-24 00:00:00+01:00";2.97125;2.7965972222222;58.942986111111;-5.7422916666667;54.019930555556;980.26909722222;1005.5440972222;83;5.1;1.446875;0;0;71.825694444444
"2018-03-25 00:00:00+01:00";4.6155797101449;4.8321014492754;54.232246376812;-4.9216666666667;52.073333333333;983.72043478262;1008.9353623188;237;3.2;1.0663043478261;0;0;69.655072463768
"2018-03-26 00:00:00+02:00";4.0867361111111;4.1927083333333;55.090069444445;-4.5209722222222;54.233125;984.99645833332;1010.2834027778;243;4.6;1.1772222222222;0;0;69.097289784573
"2018-03-27 00:00:00+02:00";3.14375;2.7892361111111;59.554166666667;-2.4727083333333;66.847569444444;985.96819444445;1011.3776388889;280;5;1.5801388888889;0.38;0;64.750521195275
"2018-03-28 00:00:00+02:00";4.1102154273801;3.89659485754;56.215149409312;-3.3387074357192;59.218137595553;983.40166782488;1008.6571230021;71;4.7;1.4879082696317;0;0;36.963863794302
"2018-03-29 00:00:00+02:00";7.1451985559566;7.0924187725632;45.361010830325;0.97617328519856;65.268880866426;978.67393501805;1003.5269314079;305;8.4;1.3363898916968;1.23;0;47.681723419041
"2018-03-30 00:00:00+02:00";9.2750548646672;9.3618141916606;39.280687637162;-0.74659839063643;52.450256035113;982.86788588149;1007.6368690563;186;5.2;1.2039502560351;0.34;0;45.91875
"2018-03-31 00:00:00+02:00";10.718888888889;10.614375;35.332986111111;4.6622916666667;67.605694444444;973.29326388889;997.69340277778;87;5.8;1.40375;3.31;0;25.890896455872
"2018-04-01 00:00:00+02:00";5.4845833333333;3.0543055555556;49.755763888889;0.44104166666667;70.358611111111;969.54784722222;994.31784722223;276;9.5;3.6579861111111;0.18;0;32.823488533704
"2018-04-02 00:00:00+02:00";5.7667361111111;3.1393055555555;48.338472222222;-4.3623611111111;50.057291666667;982.06777777778;1007.1302083333;272;9.6;3.9258333333333;0.02;0;24.738194444444
"2018-04-03 00:00:00+02:00";11.309097222222;11.259027777778;39.331805555555;-1.8375694444444;43.224791666667;983.90166666667;1008.5280555556;296;7.3;1.479375;0;0;34.189583333333
"2018-04-04 00:00:00+02:00";13.548888888889;13.806597222222;33.376805555556;1.6588194444444;46.416527777778;982.06951388888;1006.4497222222;277;3.6;1.0125694444444;0.04;0;24.839471855455
"2018-04-05 00:00:00+02:00";13.135833333333;12.420277777778;32.942916666667;2.2924305555556;49.282708333333;982.39375;1006.8143055556;268;6.7;2.2165277777778;0;0;20.603472222222
"2018-04-06 00:00:00+02:00";9.2551388888889;8.1647916666667;38.580416666667;-0.74444444444444;50.458263888889;994.19180555555;1019.2417361111;294;8.2;2.4423611111111;0.09;0;20.523280055594
"2018-04-07 00:00:00+02:00";10.317083333333;9.7875;39.090555555556;-1.1723611111111;46.048888888889;996.82069444443;1021.8500694445;71;6.1;1.9263888888889;0;0;31.813759555247
"2018-04-08 00:00:00+02:00";15.834305555556;15.353680555556;31.140486111111;3.8936805555556;48.716388888889;990.16201388889;1014.5541666667;94;7.1;2.0613888888889;0;0;24.719249478805
"2018-04-09 00:00:00+02:00";19.681666666667;19.260694444444;27.226388888889;3.0109722222222;35.526319444444;983.21458333333;1007.1060416667;162;7.4;1.9857638888889;0;0;14.352083333333
"2018-04-10 00:00:00+02:00";15.862847222222;15.881319444444;29.202708333333;3.8011111111111;46.456458333333;982.78819444444;1006.9854861111;241;6.4;1.3286805555556;0.07;0;25.664350243224
"2018-04-11 00:00:00+02:00";15.863680555556;16.03375;29.162013888889;3.43625;45.671875;983.89145833333;1008.1146527778;12;4.1;1.1233333333333;0;0;22.647916666667
"2018-04-12 00:00:00+02:00";17.426805555556;17.184652777778;30.276597222222;3.8545833333333;44.419097222222;983.62583333333;1007.7204166667;77;5.9;1.7636111111111;0;0;26.036111111111
"2018-04-13 00:00:00+02:00";16.799305555556;16.561736111111;27.072847222222;7.6482638888889;55.970694444444;984.83833333333;1009.0009722222;58;7.5;1.6215277777778;1.55;0;30.834027777778
"2018-04-14 00:00:00+02:00";16.090694444444;15.900972222222;28.563958333333;3.2067361111111;47.076319444444;993.50597222223;1017.9459027778;295;7.3;1.6184027777778;0;0;15.320833333333
"2018-04-15 00:00:00+02:00";17.675833333333;17.708819444444;28.505972222222;3.6770138888889;42.064027777778;991.28479166667;1015.5417361111;70;4.3;1.3261111111111;0;0;15.947185545518
"2018-04-16 00:00:00+02:00";17.920277777778;17.802708333333;26.693263888889;7.6685416666666;52.738263888889;986.49888888889;1010.6118055556;286;6.2;1.51125;0.89;0;17.813888888889
"2018-04-17 00:00:00+02:00";14.934375;14.324791666667;27.24;8.0701388888889;64.554236111111;995.06388888889;1019.6380555556;296;5.9;2.0277083333333;0;0;23.859624739402
"2018-04-18 00:00:00+02:00";14.679583333333;14.591805555556;30.184652777778;3.12375;50.826944444445;1003.4757638889;1028.2852083333;286;5.2;1.4683333333333;0;0;22.197916666667
