date,temp_balice,temp_kw,temp_agh
2017-07-10,21.897916666666667,10.85625,22.895
2017-07-11,19.907291666666666,10.34875,20.584930555556
2017-07-13,15.427916666666667,3.2870833333333334,16.543819444444
2017-07-21,19.734166666666667,11.735833333333334,20.715277777778
2017-07-23,20.77520833333333,11.551666666666666,21.587361111111
2017-08-19,19.467916666666667,11.08875,20.601666666667
2017-08-20,14.34,4.745833333333334,14.917986111111
2017-08-25,19.931041666666665,11.981304347826088,20.461180555556
2017-08-27,21.504375,12.454166666666666,22.208888888889
2017-09-01,19.166875,12.847916666666666,20.192638888889
2017-09-12,13.668958333333334,4.792083333333333,14.518333333333
2017-09-14,19.478958333333335,6.898333333333333,20.819930555556
2017-09-16,12.731875,5.139583333333333,13.465555555555
2017-09-17,12.673958333333333,4.538333333333333,13.205486111111
2017-09-18,12.11595744680851,0.9660869565217391,13.112777777778
2017-09-19,10.185208333333334,1.73625,10.644236111111
2017-09-21,10.949166666666667,-0.14,11.091597222222
2017-09-22,11.018958333333334,0.2325,11.215972222222
2017-09-23,11.215833333333332,0.99625,11.229930555556
2017-09-25,13.506666666666666,2.2916666666666665,13.835138888889
2017-10-03,10.578958333333333,1.71375,10.956736111111
2017-10-05,11.331458333333334,2.314583333333333,12.055625
2017-10-06,8.750416666666666,-2.8470833333333334,9.4820833333333
2017-10-07,8.564791666666666,-3.0316666666666667,9.4130555555556
2017-10-08,8.935208333333334,-1.0204166666666667,9.9071527777778
2017-10-22,8.784583333333334,1.7116666666666667,9.2652083333334
2017-10-23,8.716041666666667,-2.89375,9.20875
2017-10-25,7.615208333333333,1.31875,7.8363194444445
2017-10-27,9.132291666666667,-1.8529166666666665,9.9554166666666
2017-10-28,7.083541666666667,-4.35125,7.5461805555556
2017-10-29,6.133958333333333,-4.815,6.6685333333334
2017-10-30,3.125,-9.582916666666666,4.0553472222222
2017-11-02,9.201458333333333,0.9258333333333334,9.9454166666667
2017-11-11,5.37,-7.014583333333333,6.1788888888889
2017-11-13,3.506875,-5.3925,4.0988194444445
2017-11-17,3.564791666666667,-1.3900000000000001,4.1445138888889
2017-11-20,1.7706250000000001,-9.466521739130435,2.4147222222222
2017-11-21,2.6395833333333334,-6.342083333333333,3.2209027777778
2017-11-22,5.173541666666667,-1.4829166666666667,5.8561111111111
2017-11-26,3.0322916666666666,-7.755,NA
2017-11-30,0.20895833333333336,-7.222083333333333,0.95451388888889
2017-12-03,-0.7291666666666667,-11.02,0.0013194444444443
2017-12-04,-0.13833333333333334,-10.139166666666666,0.195625
2017-12-05,1.7012500000000002,-10.239285714285714,2.2158333333334
2017-12-06,3.3229166666666665,-6.813684210526316,4.175625
2017-12-09,0.659375,-11.111666666666666,1.7885416666667
2017-12-18,-0.8214583333333334,-13.124166666666666,0.35125
2017-12-22,2.8479166666666664,-7.545833333333333,3.5902777777778
2017-12-28,4.837291666666666,-3.3775,6.3770833333334
2017-12-31,4.919583333333334,-1.7825,6.2697222222222
2018-01-03,2.430416666666667,-8.24,4.0840277777778
2018-01-06,6.284375,-0.7429166666666667,7.6618055555556
2018-01-08,0.081875,-0.9741666666666667,0.80729166666667
2018-01-11,0.7064583333333334,-3.3779166666666667,1.3736805555556
2018-01-16,-2.419375,-10.27625,-0.87402777777778
2018-01-18,1.51625,-10.947916666666666,2.414375
2018-01-21,-1.8289583333333335,-10.972083333333334,-0.84513888888889
2018-01-30,4.721875,-7.86875,5.5556944444444
2018-02-01,3.981666666666667,-4.7925,5.4931944444445
2018-02-05,-2.881875,-14.0275,-1.7731944444444
2018-02-07,-3.055416666666667,-6.11125,-2.1234027777778
2018-02-15,-1.8747916666666666,-10.602083333333333,-0.90652777777778
2018-02-23,-4.120625,-9.883750000000001,-3.4855555555556
2018-02-28,-11.296666666666667,-20.51,-10.892569444444
2018-03-09,2.708125,-5.8116666666666665,4.2
2018-03-14,4.792083333333333,-4.305416666666667,5.903125
2018-03-16,1.8516666666666668,-4.025,2.7095833333333
2018-03-17,-5.115625,-6.71375,-4.4888194444445
2018-03-19,-6.504583333333334,-7.754583333333334,-5.8923611111111
2018-03-20,-4.5372916666666665,-10.99625,-4.0088888888889
2018-03-27,2.0370833333333334,-8.748333333333333,3.14375
2018-03-29,5.868333333333333,-3.84125,7.1451985559566
2018-03-31,9.641041666666666,-0.325,10.718888888889
2018-04-01,4.398541666666667,-5.069583333333333,5.4845833333333
2018-04-13,15.081041666666666,4.214166666666666,16.799305555556
2018-04-16,16.504166666666666,5.76375,17.920277777778
2018-04-23,15.000208333333333,6.85125,16.147222222222
2018-04-25,17.387659574468085,5.99,18.537291666667
2018-05-08,15.717291666666666,4.259166666666666,16.515841584158
2018-05-09,17.488541666666666,7.4775,19.160225303293
2018-05-11,17.337291666666665,7.57,19.199722222222
2018-05-15,12.129583333333333,1.7366666666666668,13.2825
2018-05-17,12.98625,1.8975,13.28375
2018-05-18,13.079374999999999,2.8941666666666666,13.517222222222
2018-06-01,22.33791666666667,11.020416666666666,23.242986111111
2018-06-03,19.374583333333334,8.309166666666666,20.147638888889
2018-06-10,22.465208333333333,11.504999999999999,23.381319444444
2018-06-12,18.27520833333333,10.115416666666667,19.511388888889
2018-06-13,16.586041666666667,8.449166666666667,17.027777777778
2018-06-18,20.116458333333334,7.082916666666667,20.578333333333
2018-06-21,23.633958333333332,11.71375,24.399305555556
2018-06-23,11.655,-0.8133333333333334,12.090763888889
2018-06-24,13.298541666666667,0.9483333333333334,13.432152777778
2018-06-25,15.150625,2.2216666666666667,15.618263888889
2018-06-28,17.789791666666666,8.72625,17.846666666667
